"","id","id2","url","Class_new1"
"1","picture1","10060247786","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/10060247786.jpg","Fauna_Flora"
"2","picture2","10175081236","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/10175081236.jpg","Fauna_Flora"
"3","picture3","11162720455","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/11162720455.jpg","Fauna_Flora"
"4","picture4","13807137553","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/13807137553.jpg","Fauna_Flora"
"5","picture5","14752556530","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/14752556530.jpg","Fauna_Flora"
"6","picture6","15481664139","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/15481664139.jpg","Fauna_Flora"
"7","picture7","15580175993","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/15580175993.jpg","Fauna_Flora"
"8","picture8","15736759139","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/15736759139.jpg","Fauna_Flora"
"9","picture9","15889030197","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/15889030197.jpg","Fauna_Flora"
"10","picture10","16049568624","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/16049568624.jpg","Fauna_Flora"
"11","picture11","16304228615","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/16304228615.jpg","Fauna_Flora"
"12","picture12","17014327368","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/17014327368.jpg","Fauna_Flora"
"13","picture13","17315054645","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/17315054645.jpg","Fauna_Flora"
"14","picture14","17488207338","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/17488207338.jpg","Fauna_Flora"
"15","picture15","20020917376","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/20020917376.jpg","Fauna_Flora"
"16","picture16","28389432890","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/28389432890.jpg","Fauna_Flora"
"17","picture17","32038736582","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/32038736582.jpg","Fauna_Flora"
"18","picture18","3562856138","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/3562856138.jpg","Fauna_Flora"
"19","picture19","3702054860","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/3702054860.jpg","Cultural_Religious"
"20","picture20","4983347894","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/4983347894.jpg","Fauna_Flora"
"21","picture21","5523730580","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/5523730580.jpg","Fauna_Flora"
"22","picture22","5531977363","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/5531977363.jpg","Fauna_Flora"
"23","picture23","5553139712","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/5553139712.jpg","Fauna_Flora"
"24","picture24","6117063949","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/6117063949.jpg","Fauna_Flora"
"25","picture25","6190354422","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/6190354422.jpg","Fauna_Flora"
"26","picture26","6249292736","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/6249292736.jpg","Fauna_Flora"
"27","picture27","6425625799","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/6425625799.jpg","Fauna_Flora"
"28","picture28","6892753441","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/6892753441.jpg","Fauna_Flora"
"29","picture29","6926704583","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/6926704583.jpg","Fauna_Flora"
"30","picture30","7396425774","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/7396425774.jpg","Fauna_Flora"
"31","picture31","7576619256","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/7576619256.jpg","Fauna_Flora"
"32","picture32","8150000385","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/8150000385.jpg","Fauna_Flora"
"33","picture33","8190013891","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/8190013891.jpg","Fauna_Flora"
"34","picture34","8264538893","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/8264538893.jpg","Fauna_Flora"
"35","picture35","8961095358","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/8961095358.jpg","Fauna_Flora"
"36","picture36","9465538915","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/9465538915.jpg","Fauna_Flora"
"37","picture37","9655070465","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/9655070465.jpg","Fauna_Flora"
"38","picture38","9805533056","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/9805533056.jpg","Fauna_Flora"
"39","picture39","aiguestortes_NA_1042_40386765931__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1042_40386765931__b.jpg","Nature"
"40","picture40","aiguestortes_NA_1261_36623632253__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1261_36623632253__b.jpg","Nature"
"41","picture41","aiguestortes_NA_1261_37435999915__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1261_37435999915__b.jpg","Nature"
"42","picture42","aiguestortes_NA_1265_19925418530__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1265_19925418530__b.jpg","Nature"
"43","picture43","aiguestortes_NA_1269_21719857133__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1269_21719857133__b.jpg","Nature"
"44","picture44","aiguestortes_NA_1334_50030496927__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1334_50030496927__b.jpg","Nature"
"45","picture45","aiguestortes_NA_1545_16820597039__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1545_16820597039__b.jpg","Nature"
"46","picture46","aiguestortes_NA_1634_42339047952__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1634_42339047952__b.jpg","Nature"
"47","picture47","aiguestortes_NA_1646_27473050893__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1646_27473050893__b.jpg","Nature"
"48","picture48","aiguestortes_NA_1646_27486399564__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1646_27486399564__b.jpg","Nature"
"49","picture49","aiguestortes_NA_1646_27645183643__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1646_27645183643__b.jpg","Nature"
"50","picture50","aiguestortes_NA_1646_29449158992__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_1646_29449158992__b.jpg","Nature"
"51","picture51","aiguestortes_NA_2807_29391085876__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_2807_29391085876__b.jpg","Nature"
"52","picture52","aiguestortes_NA_3014_29162688591__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_3014_29162688591__b.jpg","Nature"
"53","picture53","aiguestortes_NA_3322_22082257856__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_3322_22082257856__b.jpg","Nature"
"54","picture54","aiguestortes_NA_4103_34494535174__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_4103_34494535174__b.jpg","Nature"
"55","picture55","aiguestortes_NA_4316_48537875051__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_4316_48537875051__b.jpg","Nature"
"56","picture56","aiguestortes_NA_4316_49649005582__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_4316_49649005582__b.jpg","Nature"
"57","picture57","aiguestortes_NA_4458_39536197624__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_4458_39536197624__b.jpg","Nature"
"58","picture58","aiguestortes_NA_4530_22285459092__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_4530_22285459092__b.jpg","Nature"
"59","picture59","aiguestortes_NA_4530_31322036067__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_4530_31322036067__b.jpg","Nature"
"60","picture60","aiguestortes_NA_4531_16560622462__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_4531_16560622462__b.jpg","Nature"
"61","picture61","aiguestortes_NA_4531_24393122980__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_4531_24393122980__b.jpg","Nature"
"62","picture62","aiguestortes_NA_4531_50416980428__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_4531_50416980428__b.jpg","Nature"
"63","picture63","aiguestortes_NA_4531_50785605258__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_4531_50785605258__b.jpg","Nature"
"64","picture64","aiguestortes_NA_4779_51534400886__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/aiguestortes_NA_4779_51534400886__b.jpg","Nature"
"65","picture65","guadarrama_1_407382_1064123138412343298_image_DsSGVN5X4AAIXgx","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/guadarrama_1_407382_1064123138412343298_image_DsSGVN5X4AAIXgx.jpg","Nature"
"66","picture66","guadarrama_NA_1030_52617576852__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/guadarrama_NA_1030_52617576852__b.jpg","Nature"
"67","picture67","guadarrama_NA_1030_52680686822__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/guadarrama_NA_1030_52680686822__b.jpg","Nature"
"68","picture68","guadarrama_NA_1030_52681488624__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/guadarrama_NA_1030_52681488624__b.jpg","Nature"
"69","picture69","guadarrama_NA_1448_28556683567__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/guadarrama_NA_1448_28556683567__b.jpg","Nature"
"70","picture70","guadarrama_NA_1448_28561373537__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/guadarrama_NA_1448_28561373537__b.jpg","Nature"
"71","picture71","guadarrama_NA_1448_42693041345__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/guadarrama_NA_1448_42693041345__b.jpg","Nature"
"72","picture72","guadarrama_NA_1448_43597621031__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/guadarrama_NA_1448_43597621031__b.jpg","Nature"
"73","picture73","guadarrama_NA_1688_51989239357__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/guadarrama_NA_1688_51989239357__b.jpg","Nature"
"74","picture74","ordesa_1_289664_555318419189673984_image_B7TjKOxIIAALguT","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/ordesa_1_289664_555318419189673984_image_B7TjKOxIIAALguT.jpg","Nature"
"75","picture75","ordesa_2_188644_1535899098942930945_image_FVCcDBFWUAEPTP0","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/ordesa_2_188644_1535899098942930945_image_FVCcDBFWUAEPTP0.jpg","Nature"
"76","picture76","ordesa_2_188644_1535899098942930945_image_FVCcDByXoAMTP_3","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/ordesa_2_188644_1535899098942930945_image_FVCcDByXoAMTP_3.jpg","Nature"
"77","picture77","ordesa_2_226140_996877255510020096_image_DdWelCiXcAE1daQ","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/ordesa_2_226140_996877255510020096_image_DdWelCiXcAE1daQ.jpg","Nature"
"78","picture78","ordesa_2_409294_1415404286960308226_image_E6SGnKtXEAUXds9","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/ordesa_2_409294_1415404286960308226_image_E6SGnKtXEAUXds9.jpg","Nature"
"79","picture79","ordesa_2_409294_1415404286960308226_image_E6SGp2GWUAgyqyp","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/ordesa_2_409294_1415404286960308226_image_E6SGp2GWUAgyqyp.jpg","Nature"
"80","picture80","ordesa_3_135310_1421786600623718404_image_E7szVo_WUAAiQuJ","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/ordesa_3_135310_1421786600623718404_image_E7szVo_WUAAiQuJ.jpg","Nature"
"81","picture81","ordesa_3_135310_1566503155143155713_image_Fb1WTwiX0AE8qsI","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/ordesa_3_135310_1566503155143155713_image_Fb1WTwiX0AE8qsI.jpg","Nature"
"82","picture82","ordesa_3_94886_1371875081085988864_image_EwnhGwuXEAQba9d","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/ordesa_3_94886_1371875081085988864_image_EwnhGwuXEAQba9d.jpg","Nature"
"83","picture83","ordesa_5_246762_1551183692256657408_image_FYbpVy2XoAIaScr","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/ordesa_5_246762_1551183692256657408_image_FYbpVy2XoAIaScr.jpg","Nature"
"84","picture84","ordesa_5_299870_1270388180878008320_image_EaFTSjMWsAITw4S","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/ordesa_5_299870_1270388180878008320_image_EaFTSjMWsAITw4S.jpg","Nature"
"85","picture85","peneda_1_306967_1458527704253444097_image_FD27NTtWYAMtGNg","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/peneda_1_306967_1458527704253444097_image_FD27NTtWYAMtGNg.jpg","Nature"
"86","picture86","peneda_1_343086_1424057011285676032_image_E8NESlKXMAs15gj","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/peneda_1_343086_1424057011285676032_image_E8NESlKXMAs15gj.jpg","Nature"
"87","picture87","peneda_1_343086_1440052942623576078_image_E_wYgZfVIA8L3O7","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/peneda_1_343086_1440052942623576078_image_E_wYgZfVIA8L3O7.jpg","Nature"
"88","picture88","peneda_1_343086_1441676351254118404_image_FAHc_wqVgAEhMJ4","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/peneda_1_343086_1441676351254118404_image_FAHc_wqVgAEhMJ4.jpg","Nature"
"89","picture89","peneda_1_343086_1441681373064876039_image_FAHhjznXsAMH3s5","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/peneda_1_343086_1441681373064876039_image_FAHhjznXsAMH3s5.jpg","Nature"
"90","picture90","peneda_1_343086_709115054155833346_image_CddIXFfWEAILX4l","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/peneda_1_343086_709115054155833346_image_CddIXFfWEAILX4l.jpg","Nature"
"91","picture91","peneda_2_235009_883430465809645569_image_DEKTTfcXsAAXchl","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/peneda_2_235009_883430465809645569_image_DEKTTfcXsAAXchl.jpg","Nature"
"92","picture92","peneda_2_235009_883430465809645569_image_DEKTTfTXUAI3dS1","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/peneda_2_235009_883430465809645569_image_DEKTTfTXUAI3dS1.jpg","Nature"
"93","picture93","picos_1_326635_575679374260834304_image_B_05Vv9XAAAF2HT","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/picos_1_326635_575679374260834304_image_B_05Vv9XAAAF2HT.jpg","Fauna_Flora"
"94","picture94","picos_1_326635_895245952453398529_image_DGyNcSuXcAEXO4p","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/picos_1_326635_895245952453398529_image_DGyNcSuXcAEXO4p.jpg","Fauna_Flora"
"95","picture95","picos_1_329254_1150394647300251649_image_D_cDmv8WwAgOM-Q","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/picos_1_329254_1150394647300251649_image_D_cDmv8WwAgOM-Q.jpg","Fauna_Flora"
"96","picture96","picos_1_329254_1150394647300251649_image_D_cFyUvWkAEs66A","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/picos_1_329254_1150394647300251649_image_D_cFyUvWkAEs66A.jpg","Fauna_Flora"
"97","picture97","picos_1_368252_1297939601336807424_image_EgM1MCYX0AEB1G3","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/picos_1_368252_1297939601336807424_image_EgM1MCYX0AEB1G3.jpg","Fauna_Flora"
"98","picture98","picos_1_424866_609715665696591872_image_CHYlGi7VAAAOdpM","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/picos_1_424866_609715665696591872_image_CHYlGi7VAAAOdpM.jpg","Fauna_Flora"
"99","picture99","picos_1_490190_1154467449720455168_image_EAV99RCWwAAL7w8","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/picos_1_490190_1154467449720455168_image_EAV99RCWwAAL7w8.jpg","Fauna_Flora"
"100","picture100","picos_1_513587_1290691012713680896_image_Eel0oBMXkAYYBt5","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/picos_1_513587_1290691012713680896_image_Eel0oBMXkAYYBt5.jpg","Fauna_Flora"
"101","picture101","snev_NA_1408_53506114776__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_1408_53506114776__b.jpg","Fauna_Flora"
"102","picture102","snev_NA_1506_53518698824__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_1506_53518698824__b.jpg","Cultural_Religious"
"103","picture103","snev_NA_1603_53691783159__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_1603_53691783159__b.jpg","Cultural_Religious"
